Level,Item,Type,ItemDesc,Commodity Code,Supplier,Region,Year,Quarter,Answer,Price,Quantity,ExtendedPrice,Color,Size,Attachments,Requirements,Description
2,2.4,Item,Screws,Screw Parts,Best,EUR,2007,Q1,,8,117,936,Green,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Best,EUR,2007,Q2,,4,230,920,Blue,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Best,EUR,2007,Q3,,2,155,310,Red,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Best,EUR,2007,Q4,,17,125,2125,Green,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Best,USA,2006,Q1,,1,10,10,Blue,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Best,USA,2006,Q2,,1,82,82,Red,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Best,USA,2006,Q3,,14,24,336,Green,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Best,USA,2006,Q4,,10,36,360,Blue,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Best,USA,2007,Q1,,1,104,104,Blue,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Best,USA,2007,Q2,,7,122,854,Red,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Best,USA,2007,Q3,,4,6,24,Green,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Best,USA,2007,Q4,,8,313,2504,Blue,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Dell,APAC,2006,Q2,,6,185,1110,Green,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Dell,APAC,2006,Q3,,7,239,1673,Blue,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Dell,APAC,2006,Q4,,1,143,143,Red,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Dell,APAC,2007,Q1,,1,69,69,Blue,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Dell,APAC,2007,Q2,,1,31,31,Red,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Dell,APAC,2007,Q3,,12,28,336,Green,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Dell,APAC,2007,Q4,,2,147,294,Blue,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Dell,USA,2006,Q1,,1,99,99,Green,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Dell,USA,2006,Q2,,12,58,696,Blue,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Dell,USA,2006,Q3,,3,114,342,Red,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Dell,USA,2006,Q4,,1,56,56,Green,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Dell,USA,2007,Q1,,1,78,78,Red,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Dell,USA,2007,Q2,,1,89,89,Green,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Dell,USA,2007,Q3,,13,115,1495,Blue,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Dell,USA,2007,Q4,,2,73,146,Red,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,APAC,2006,Q2,,28,82,2296,Green,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,APAC,2006,Q3,,3,216,648,Blue,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,APAC,2006,Q4,,12,150,1800,Red,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,APAC,2007,Q1,,2,137,274,Red,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,APAC,2007,Q2,,1,86,86,Green,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,APAC,2007,Q3,,4,144,576,Blue,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,APAC,2007,Q4,,1,168,168,Red,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,EUR,2006,Q1,,1,66,66,Green,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,EUR,2006,Q2,,16,6,96,Blue,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,EUR,2006,Q3,,8,162,1296,Red,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,EUR,2006,Q4,,28,25,700,Green,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,EUR,2007,Q1,,15,223,3345,Green,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,EUR,2007,Q2,,2,29,58,Blue,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,EUR,2007,Q3,,2,8,16,Red,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,EUR,2007,Q4,,2,21,42,Green,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,USA,2006,Q1,,14,96,1344,Blue,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,USA,2006,Q2,,6,114,684,Red,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,USA,2006,Q3,,13,351,4563,Green,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,USA,2006,Q4,,2,18,36,Blue,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,USA,2007,Q1,,2,39,78,Blue,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,USA,2007,Q2,,16,6,96,Red,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,USA,2007,Q3,,1,34,34,Green,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Gateway,USA,2007,Q4,,9,156,1404,Blue,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,APAC,2006,Q2,,12,31,372,Red,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,APAC,2006,Q3,,3,148,444,Green,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,APAC,2006,Q4,,6,139,834,Blue,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,APAC,2007,Q1,,6,127,762,Blue,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,APAC,2007,Q2,,39,15,585,Red,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,APAC,2007,Q3,,24,29,696,Green,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,APAC,2007,Q4,,8,96,768,Blue,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,EUR,2006,Q1,,15,184,2760,Red,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,EUR,2006,Q2,,4,86,344,Green,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,EUR,2006,Q3,,5,67,335,Blue,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,EUR,2006,Q4,,8,49,392,Red,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,EUR,2007,Q1,,1,108,108,Red,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,EUR,2007,Q2,,24,318,7632,Green,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,EUR,2007,Q3,,15,44,660,Blue,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,EUR,2007,Q4,,4,68,272,Red,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,USA,2006,Q1,,12,173,2076,Green,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,USA,2006,Q2,,4,76,304,Blue,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,USA,2006,Q3,,12,97,1164,Red,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,USA,2006,Q4,,24,24,576,Green,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,USA,2007,Q1,,8,151,1208,Green,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,USA,2007,Q2,,4,61,244,Blue,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,USA,2007,Q3,,2,227,454,Red,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Historical,USA,2007,Q4,,19,34,646,Green,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,APAC,2006,Q2,,4,246,984,Red,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,APAC,2006,Q3,,9,145,1305,Green,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,APAC,2006,Q4,,6,207,1242,Blue,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,APAC,2007,Q1,,7,66,462,Green,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,APAC,2007,Q2,,8,218,1744,Blue,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,APAC,2007,Q3,,14,52,728,Red,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,APAC,2007,Q4,,2,83,166,Green,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,EUR,2006,Q1,,11,74,814,Red,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,EUR,2006,Q3,,2,101,202,Green,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,EUR,2006,Q4,,9,6,54,Blue,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,EUR,2007,Q1,,1,146,146,Blue,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,EUR,2007,Q2,,11,61,671,Red,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,EUR,2007,Q3,,24,154,3696,Green,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,EUR,2007,Q4,,8,72,576,Blue,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,USA,2006,Q1,,12,56,672,Red,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,USA,2006,Q2,,3,196,588,Green,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,USA,2006,Q3,,15,279,4185,Blue,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,USA,2006,Q4,,1,5,5,Red,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,USA,2007,Q1,,13,60,780,Red,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,USA,2007,Q2,,1,359,359,Green,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,USA,2007,Q3,,2,60,120,Blue,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,HP,USA,2007,Q4,,3,23,69,Red,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,APAC,2006,Q2,,21,258,5418,Blue,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,APAC,2006,Q3,,10,157,1570,Red,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,APAC,2006,Q4,,25,54,1350,Green,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,APAC,2007,Q1,,1,64,64,Green,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,APAC,2007,Q2,,5,28,140,Blue,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,APAC,2007,Q3,,4,18,72,Red,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,APAC,2007,Q4,,5,80,400,Green,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,EUR,2006,Q1,,2,173,346,Blue,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,EUR,2006,Q2,,19,116,2204,Red,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,EUR,2006,Q3,,18,50,900,Green,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,EUR,2006,Q4,,1,94,94,Blue,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,EUR,2007,Q1,,40,266,10640,Blue,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,EUR,2007,Q2,,13,125,1625,Red,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,EUR,2007,Q3,,11,1,11,Green,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,EUR,2007,Q4,,12,34,408,Blue,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,USA,2006,Q1,,6,180,1080,Red,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,USA,2006,Q2,,11,12,132,Green,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,USA,2006,Q3,,8,116,928,Blue,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,USA,2006,Q4,,15,55,825,Red,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,USA,2007,Q1,,17,92,1564,Red,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,USA,2007,Q2,,25,180,4500,Green,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,USA,2007,Q3,,15,309,4635,Blue,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Initial,USA,2007,Q4,,1,6,6,Red,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,APAC,2006,Q2,,4,48,192,Red,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,APAC,2006,Q3,,17,6,102,Green,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,APAC,2006,Q4,,1,41,41,Blue,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,APAC,2007,Q1,,6,51,306,Blue,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,APAC,2007,Q2,,8,5,40,Red,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,APAC,2007,Q3,,1,15,15,Green,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,APAC,2007,Q4,,1,7,7,Blue,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,EUR,2006,Q1,,10,68,680,Red,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,EUR,2006,Q2,,2,19,38,Green,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,EUR,2006,Q3,,7,120,840,Blue,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,EUR,2006,Q4,,13,38,494,Red,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,EUR,2007,Q1,,7,124,868,Red,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,EUR,2007,Q2,,1,133,133,Green,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,EUR,2007,Q3,,4,26,104,Blue,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,EUR,2007,Q4,,7,0,0,Red,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,USA,2006,Q1,,2,60,120,Green,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,USA,2006,Q2,,7,6,42,Blue,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,USA,2006,Q3,,2,64,128,Red,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,USA,2006,Q4,,11,156,1716,Green,Small,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,USA,2007,Q1,,12,102,1224,Green,Medium,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,USA,2007,Q2,,13,94,1222,Blue,Large,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,USA,2007,Q3,,1,170,170,Red,Huge,,,Description of 2.4: Screws
2,2.4,Item,Screws,Screw Parts,Lenovo,USA,2007,Q4,,15,28,420,Green,Small,,,Description of 2.4: Screws
